flow_duration,packet_count,bytes_total,avg_pkt_size,std_pkt_size,max_pkt_size,min_pkt_size,packets_per_sec,bytes_per_sec,traffic_category
48.283,1098,1417335,1290.83,108.13,1480,1100,22.74,29354.45,Video
41.731,2085,3022340,1449.56,29.16,1500,1400,49.96,72424.07,FileTransfer
18.494,503,100517,199.83,34.0,260,140,27.2,5435.16,VoIP
51.772,348,68502,196.84,35.0,260,140,6.72,1323.16,VoIP
96.026,1265,1628442,1287.31,113.43,1480,1100,13.17,16958.34,Video
49.077,417,84018,201.48,33.98,260,140,8.5,1711.96,VoIP
42.809,720,143076,198.72,34.09,260,140,16.82,3342.18,VoIP
18.418,1182,1715774,1451.59,29.34,1500,1400,64.18,93155.89,FileTransfer
32.543,779,155184,199.21,36.05,260,140,23.94,4768.56,VoIP
10.669,53,38156,733.77,507.92,1421,90,4.97,3576.24,Web
66.281,790,1022989,1294.92,107.26,1480,1100,11.92,15434.01,Video
87.315,441,640432,1452.23,29.71,1500,1400,5.05,7334.7,FileTransfer
74.327,829,1071223,1292.19,110.1,1480,1101,11.15,14412.21,Video
17.391,25,2385,95.4,19.01,126,64,1.44,137.14,ICMP
14.217,1470,1887458,1283.99,109.33,1480,1100,103.4,132765.13,Video
6.49,83,59137,721.18,504.77,1455,65,12.79,9111.58,Web
18.129,43,4469,103.93,17.73,128,67,2.37,246.51,ICMP
24.27,957,1234989,1290.48,109.05,1480,1100,39.43,50885.67,Video
6.115,13,1201,92.38,20.62,125,66,2.13,196.42,ICMP
2.706,38,3762,99.0,16.34,123,65,14.04,1390.4,ICMP
2.513,76,56713,756.17,526.52,1456,70,30.25,22572.05,Web
77.007,259,332872,1285.22,109.64,1479,1101,3.36,4322.63,Video
24.42,1191,1727115,1450.14,29.39,1500,1400,48.77,70725.58,FileTransfer
13.429,17,12253,765.81,497.31,1440,97,1.27,912.42,Web
9.133,725,146397,201.93,34.4,260,140,79.39,16030.14,VoIP
14.39,18,1818,101.0,19.0,125,66,1.25,126.34,ICMP
84.052,1349,1954728,1449.02,29.65,1500,1400,16.05,23256.04,FileTransfer
21.092,1049,1356153,1292.81,108.48,1480,1100,49.73,64297.61,Video
13.634,72,52149,734.49,524.54,1454,65,5.28,3825.02,Web
21.616,2240,3249262,1450.56,28.77,1500,1400,103.63,150314.85,FileTransfer
36.921,1656,2402100,1450.54,29.35,1500,1400,44.85,65059.84,FileTransfer
28.893,675,133874,198.33,35.54,260,140,23.36,4633.49,VoIP
89.231,994,1276755,1284.46,112.9,1480,1100,11.14,14308.48,Video
89.645,1648,2389378,1449.87,29.11,1500,1400,18.38,26653.83,FileTransfer
33.309,174,33955,195.14,35.5,259,140,5.22,1019.38,VoIP
13.242,1427,2068299,1449.4,29.13,1500,1400,107.77,156196.57,FileTransfer
51.472,190,37863,199.28,35.05,259,140,3.69,735.6,VoIP
19.865,15,1461,97.4,20.11,127,66,0.76,73.55,ICMP
7.587,42,30584,745.95,512.96,1419,67,5.54,4031.29,Web
59.88,1891,2741624,1449.83,29.01,1500,1400,31.58,45785.58,FileTransfer
49.304,1251,1617670,1293.1,110.77,1480,1100,25.37,32810.3,Video
29.69,738,950477,1287.91,109.12,1480,1100,24.86,32013.12,Video
7.882,22,2062,93.73,17.79,128,64,2.79,261.61,ICMP
7.975,18,1761,97.83,15.91,126,72,2.26,220.81,ICMP
77.953,2739,3971620,1450.03,29.15,1500,1400,35.14,50949.06,FileTransfer
5.072,35,26160,747.43,528.98,1437,81,6.9,5157.41,Web
3.019,46,4476,97.3,19.19,128,65,15.23,1482.38,ICMP
35.535,753,150574,199.97,34.38,260,140,21.19,4237.33,VoIP
8.058,19,1940,102.11,19.87,127,68,2.36,240.75,ICMP
32.98,744,149394,200.8,35.29,260,140,22.56,4529.87,VoIP
11.732,1113,1615120,1451.14,28.68,1500,1400,94.87,137669.13,FileTransfer
51.398,340,439765,1293.43,107.48,1480,1100,6.61,8556.0,Video
18.487,125,24031,192.25,33.59,260,140,6.76,1299.89,VoIP
101.947,917,1180593,1287.45,110.48,1480,1100,8.99,11580.49,Video
8.982,25,17921,716.84,510.82,1436,71,2.78,1995.27,Web
13.802,40,3711,92.78,18.77,127,64,2.9,268.87,ICMP
9.971,610,122825,201.35,35.01,260,140,61.18,12318.06,VoIP
29.958,1029,1491458,1449.42,28.79,1500,1400,34.35,49785.71,FileTransfer
53.706,2237,3243068,1449.74,29.28,1500,1400,41.65,60385.3,FileTransfer
13.803,35,3441,98.31,16.49,126,65,2.54,249.29,ICMP
12.42,29,2653,91.48,17.15,126,66,2.33,213.61,ICMP
11.747,68,48982,731.07,509.6,1419,68,5.79,4169.88,Web
9.593,105,77872,741.64,512.14,1433,72,10.95,8117.37,Web
3.502,12,1256,104.67,17.56,127,65,3.43,358.65,ICMP
10.879,11,1082,98.36,22.55,128,67,1.01,99.46,ICMP
34.786,827,1068051,1291.48,112.02,1480,1101,23.77,30703.21,Video
14.133,9,832,92.44,17.46,114,66,0.64,58.87,ICMP
4.039,76,54770,730.27,504.85,1454,81,18.82,13561.56,Web
97.748,637,824181,1293.85,112.74,1480,1100,6.52,8431.67,Video
6.013,30,21710,723.67,489.0,1317,64,4.99,3610.26,Web
14.47,18,1773,98.5,17.97,127,64,1.24,122.53,ICMP
14.647,6,587,97.83,24.88,124,72,0.41,40.08,ICMP
36.854,989,1275129,1289.31,108.95,1480,1101,26.84,34599.41,Video
54.849,499,100796,202.0,35.23,260,140,9.1,1837.72,VoIP
9.059,28,2834,101.21,19.21,128,65,3.09,312.83,ICMP
18.155,12,1082,90.17,22.59,120,64,0.66,59.6,ICMP
3.157,41,29994,749.85,534.47,1457,74,12.99,9501.2,Web
41.809,367,473244,1289.49,114.01,1479,1101,8.78,11319.08,Video
41.509,2383,3453681,1449.3,29.26,1500,1400,57.41,83203.62,FileTransfer
11.186,68,50603,755.27,526.53,1459,68,6.08,4523.91,Web
3.788,28,20215,748.7,539.59,1455,71,7.39,5336.42,Web
16.675,32,3093,96.66,20.6,127,65,1.92,185.49,ICMP
62.525,254,329193,1296.04,105.72,1480,1102,4.06,5265.0,Video
52.021,768,153621,200.03,34.71,260,140,14.76,2953.08,VoIP
13.071,17,11662,728.88,477.41,1402,102,1.3,892.17,Web
56.644,974,1259453,1293.07,111.22,1480,1100,17.2,22234.48,Video
33.327,275,54996,199.99,34.49,260,140,8.25,1650.19,VoIP
11.021,549,109891,200.17,34.67,260,140,49.82,9971.33,VoIP
49.214,620,122808,198.08,35.48,260,140,12.6,2495.39,VoIP
22.541,354,513289,1449.97,30.24,1500,1400,15.7,22771.59,FileTransfer
100.805,446,578040,1296.05,111.55,1480,1100,4.42,5734.23,Video
95.866,283,365772,1292.48,111.68,1480,1101,2.95,3815.45,Video
23.173,393,77951,198.35,34.23,260,140,16.96,3363.91,VoIP
12.407,20,1830,91.5,19.17,127,66,1.61,147.49,ICMP
37.263,748,149530,199.91,35.23,260,140,20.07,4012.82,VoIP
9.442,118,85504,730.8,523.31,1460,65,12.5,9055.52,Web
9.245,64,46240,733.97,516.99,1448,65,6.92,5001.45,Web
9.895,45,32540,723.11,516.79,1457,69,4.55,3288.65,Web
65.824,1279,1652625,1292.12,110.19,1480,1100,19.43,25106.87,Video
14.819,35,25207,720.2,487.16,1458,86,2.36,1700.99,Web
9.787,9,913,101.44,19.21,128,77,0.92,93.29,ICMP
72.764,210,271087,1290.89,110.62,1480,1100,2.89,3725.57,Video
13.896,32,22595,728.87,489.99,1427,72,2.3,1625.98,Web
16.451,551,798553,1449.28,28.69,1500,1400,33.49,48540.01,FileTransfer
50.419,410,80659,196.73,35.44,260,140,8.13,1599.78,VoIP
33.34,432,86702,200.7,35.99,260,140,12.96,2600.52,VoIP
4.358,69,49477,727.6,497.19,1423,76,15.83,11352.18,Web
69.659,2132,3093174,1450.83,28.63,1500,1400,30.61,44404.73,FileTransfer
19.986,324,64864,200.2,34.28,260,140,16.21,3245.55,VoIP
36.319,605,119830,198.07,34.97,260,140,16.66,3299.37,VoIP
2.277,43,30590,728.33,512.36,1438,69,18.89,13436.04,Web
11.387,41,4045,98.66,17.3,125,65,3.6,355.24,ICMP
36.585,681,987233,1449.68,29.49,1500,1400,18.61,26984.88,FileTransfer
11.88,75,55565,740.87,523.94,1457,67,6.31,4677.14,Web
2.365,32,23302,751.68,495.29,1448,79,13.53,9852.2,Web
29.732,1227,1779882,1450.6,29.22,1500,1400,41.27,59864.24,FileTransfer
22.562,1422,2061334,1449.6,29.3,1500,1400,63.03,91362.05,FileTransfer
5.404,24,2314,96.42,19.61,128,64,4.44,428.2,ICMP
29.017,340,67811,199.44,34.99,260,140,11.72,2336.93,VoIP
15.361,27,2574,95.33,16.59,125,69,1.76,167.56,ICMP
2.228,70,50044,714.91,491.27,1459,84,31.42,22462.29,Web
12.503,31,22534,751.13,513.42,1433,82,2.48,1802.23,Web
49.913,2863,4151884,1450.19,28.92,1500,1400,57.36,83181.78,FileTransfer
95.634,981,1262142,1286.59,108.2,1480,1100,10.26,13197.6,Video
18.68,2017,2923748,1449.55,28.69,1500,1400,107.98,156520.02,FileTransfer
38.832,425,84103,197.89,34.46,260,140,10.94,2165.79,VoIP
7.427,52,37346,732.27,508.35,1445,67,7.0,5028.52,Web
17.604,1008,1300830,1290.51,110.75,1480,1100,57.26,73892.27,Video
106.635,417,538951,1292.45,105.11,1480,1100,3.91,5054.18,Video
11.132,32,22815,735.97,492.84,1443,74,2.87,2049.49,Web
45.256,2542,3686126,1450.09,29.22,1500,1400,56.17,81451.16,FileTransfer
13.7,30,21837,727.9,510.43,1396,70,2.19,1593.93,Web
103.021,1044,1353385,1296.35,107.64,1480,1100,10.13,13136.97,Video
14.663,391,76916,196.72,35.07,260,140,26.66,5245.42,VoIP
7.511,35,25654,732.97,518.87,1423,73,4.66,3415.46,Web
44.934,756,979064,1295.06,108.35,1480,1100,16.82,21789.15,Video
46.592,244,48640,199.34,34.83,260,141,5.24,1043.96,VoIP
115.008,451,582438,1291.44,108.29,1480,1100,3.92,5064.34,Video
20.75,524,105370,201.09,34.88,260,140,25.25,5077.97,VoIP
85.7,2181,3162756,1450.14,29.48,1500,1400,25.45,36905.11,FileTransfer
26.18,696,139115,199.88,35.16,260,140,26.58,5313.75,VoIP
10.85,83,60962,743.44,515.71,1434,68,7.65,5618.4,Web
1.127,27,2553,94.56,19.14,128,64,23.97,2266.3,ICMP
10.227,1041,1339675,1286.91,110.42,1480,1100,101.79,130995.27,Video
1.138,39,3833,98.28,17.51,128,64,34.28,3369.52,ICMP
41.635,563,112802,200.36,34.71,260,140,13.52,2709.3,VoIP
76.262,1652,2394807,1449.64,29.27,1500,1400,21.66,31402.35,FileTransfer
30.819,1218,1766289,1450.16,29.69,1500,1400,39.52,57311.17,FileTransfer
5.188,7,684,97.71,17.4,119,72,1.35,131.84,ICMP
75.008,921,1190410,1292.52,107.22,1480,1100,12.28,15870.54,Video
11.079,40,3821,95.53,20.63,124,64,3.61,344.89,ICMP
13.163,57,40472,722.71,507.8,1446,67,4.33,3074.67,Web
88.479,669,859497,1284.75,111.11,1479,1100,7.56,9714.16,Video
2.423,34,3448,101.41,16.45,128,64,14.03,1423.1,ICMP
11.197,28,19630,727.04,513.51,1416,76,2.5,1753.19,Web
11.44,54,40164,757.81,526.69,1424,72,4.72,3510.78,Web
4.994,96,70700,744.21,523.15,1435,65,19.22,14156.06,Web
65.29,712,915947,1286.44,108.58,1479,1100,10.91,14028.93,Video
13.447,93,66510,722.93,514.68,1434,64,6.92,4946.17,Web
12.188,1319,1706329,1293.65,110.49,1480,1100,108.22,140002.32,Video
22.242,486,96136,197.81,33.63,260,141,21.85,4322.27,VoIP
48.369,830,1203285,1449.74,29.38,1500,1400,17.16,24877.38,FileTransfer
59.005,474,94739,199.87,35.25,260,140,8.03,1605.61,VoIP
3.039,115,86220,749.74,518.45,1454,64,37.84,28370.65,Web
34.074,838,1079122,1287.74,113.18,1480,1100,24.59,31669.68,Video
72.01,710,920736,1296.81,111.77,1480,1100,9.86,12786.17,Video
7.451,7,606,86.57,19.19,118,64,0.94,81.33,ICMP
24.488,157,31181,198.61,36.23,260,140,6.41,1273.32,VoIP
19.859,50,4765,95.3,18.72,128,64,2.52,239.94,ICMP
74.794,959,1232976,1285.69,109.38,1480,1100,12.82,16484.92,Video
23.816,479,96566,201.6,34.86,260,140,20.11,4054.74,VoIP
5.601,61,44711,745.18,532.87,1460,71,10.89,7982.35,Web
66.781,2609,3783004,1449.98,29.44,1500,1400,39.07,56648.13,FileTransfer
12.833,36,26262,750.34,522.22,1425,79,2.81,2046.49,Web
8.609,23,2057,89.43,16.2,126,64,2.67,238.95,ICMP
46.303,114,22616,198.39,36.23,260,140,2.46,488.43,VoIP
29.356,1391,2017624,1450.48,29.35,1500,1400,47.38,68729.84,FileTransfer
65.368,2981,4322775,1450.11,29.23,1500,1400,45.6,66129.39,FileTransfer
14.193,44,31357,729.23,500.49,1459,65,3.1,2209.28,Web
5.277,34,24507,742.64,508.61,1386,83,6.44,4643.77,Web
11.129,17,1621,95.35,17.32,117,64,1.53,145.65,ICMP
57.275,968,1248479,1289.75,111.77,1479,1100,16.9,21797.9,Video
50.373,556,111974,201.39,35.82,260,140,11.04,2222.89,VoIP
53.162,1198,1736670,1449.64,29.28,1500,1400,22.54,32667.75,FileTransfer
6.705,37,3696,99.89,17.48,127,69,5.52,551.26,ICMP
3.803,14,1234,88.14,12.68,110,67,3.68,324.49,ICMP
84.933,1235,1788808,1448.43,29.08,1500,1400,14.54,21061.49,FileTransfer
12.207,72,53628,755.32,517.87,1450,73,5.9,4393.36,Web
2.098,32,2930,91.56,19.94,128,64,15.25,1396.28,ICMP
2.692,19,1780,93.68,21.02,127,64,7.06,661.34,ICMP
70.603,282,363622,1289.44,109.77,1480,1100,3.99,5150.25,Video
73.664,1720,2494510,1450.3,29.4,1500,1400,23.35,33863.3,FileTransfer
6.434,642,126632,197.25,34.03,260,140,99.78,19681.53,VoIP
41.234,527,682040,1294.19,108.05,1480,1100,12.78,16540.53,Video
71.28,1288,1865955,1448.72,29.56,1500,1400,18.07,26177.73,FileTransfer
29.835,444,88719,199.82,36.74,260,140,14.88,2973.68,VoIP
89.763,1406,2039781,1450.77,29.05,1500,1400,15.66,22724.11,FileTransfer
9.556,111,79913,726.48,498.73,1460,68,11.62,8362.16,Web
9.695,56,40355,733.73,500.98,1453,66,5.78,4162.35,Web
53.4,275,55711,202.59,36.61,260,140,5.15,1043.28,VoIP
108.758,219,280330,1280.05,106.38,1480,1100,2.01,2577.55,Video
56.128,783,1009934,1289.83,109.78,1480,1100,13.95,17993.33,Video
102.95,861,1111121,1290.5,109.92,1480,1100,8.36,10792.79,Video
69.92,302,392624,1300.08,111.99,1480,1102,4.32,5615.32,Video
15.597,480,619425,1290.47,112.49,1480,1100,30.78,39714.83,Video
14.633,32,3079,96.22,18.62,128,66,2.19,210.42,ICMP
90.067,228,294367,1291.08,111.83,1480,1103,2.53,3268.29,Video
49.608,422,83901,198.82,34.1,260,140,8.51,1691.27,VoIP
12.901,349,70915,203.19,34.93,260,140,27.05,5496.96,VoIP
13.403,710,142419,200.59,34.33,260,140,52.97,10625.73,VoIP
4.059,42,4077,97.07,20.54,128,64,10.35,1004.54,ICMP
15.683,49,4677,95.45,19.29,128,64,3.12,298.22,ICMP
61.223,1683,2438639,1448.98,29.35,1500,1400,27.49,39832.26,FileTransfer
13.85,97,69382,722.73,501.92,1449,70,7.0,5009.36,Web
56.512,557,111512,200.2,34.76,260,140,9.86,1973.25,VoIP
9.602,65,47756,734.71,508.5,1445,74,6.77,4973.44,Web
7.794,262,51349,195.99,34.43,260,140,33.62,6588.69,VoIP
5.753,760,151687,199.59,35.76,260,140,132.11,26366.69,VoIP
4.271,60,46479,774.65,547.72,1435,65,14.05,10882.71,Web
80.433,1938,2807638,1448.73,29.27,1500,1400,24.09,34906.64,FileTransfer
10.908,45,34419,764.87,543.88,1460,67,4.13,3155.53,Web
7.513,61,40726,678.77,476.07,1434,65,8.12,5420.58,Web
29.925,156,31386,201.19,34.7,259,141,5.21,1048.81,VoIP
61.714,1022,1314639,1286.34,110.06,1480,1100,16.56,21302.22,Video
21.727,846,1227233,1450.63,28.64,1500,1400,38.94,56484.08,FileTransfer
12.691,79,57451,736.55,519.01,1454,68,6.22,4526.74,Web
10.089,35,26408,754.51,535.17,1459,67,3.47,2617.57,Web
9.388,100,73859,738.59,521.14,1435,64,10.65,7867.09,Web
86.861,2769,4011410,1448.69,29.61,1500,1400,31.88,46181.98,FileTransfer
105.886,1050,1350404,1286.1,108.85,1480,1102,9.92,12753.36,Video
18.595,446,647334,1451.42,29.26,1500,1400,23.99,34812.45,FileTransfer
41.667,1188,1534125,1291.35,110.24,1480,1100,28.51,36819.11,Video
12.141,108,78594,734.52,521.92,1460,64,8.9,6473.22,Web
38.057,402,81026,201.56,35.97,260,140,10.56,2129.04,VoIP
10.044,583,752040,1289.95,108.9,1480,1100,58.05,74875.96,Video
9.992,288,58276,202.35,35.74,260,140,28.82,5832.19,VoIP
113.53,845,1083916,1282.74,107.73,1479,1100,7.44,9547.44,Video
30.028,552,110415,200.03,35.11,260,140,18.38,3677.12,VoIP
12.753,26,2538,97.62,20.12,128,64,2.04,199.02,ICMP
2.151,12,1076,89.67,14.69,114,65,5.58,500.3,ICMP
25.537,965,1246328,1291.53,107.04,1480,1100,37.79,48804.48,Video
104.197,1292,1667362,1290.53,109.7,1480,1100,12.4,16002.09,Video
56.663,316,63164,199.89,35.83,260,140,5.58,1114.73,VoIP
14.424,8,781,97.62,18.78,127,66,0.55,54.15,ICMP
5.022,30,2778,92.6,17.9,126,68,5.97,553.12,ICMP
4.682,34,3280,96.47,15.73,124,64,7.26,700.49,ICMP
1.948,77,55830,734.61,512.11,1454,66,39.53,28662.53,Web
6.277,32,22055,711.45,478.07,1408,73,5.1,3513.49,Web
23.73,273,53979,197.73,34.47,260,140,11.5,2274.68,VoIP
47.407,412,81872,198.72,34.93,260,140,8.69,1727.0,VoIP
3.536,42,4078,97.1,19.0,128,64,11.88,1153.41,ICMP
28.281,789,156285,198.08,35.01,260,140,27.9,5526.13,VoIP
57.017,1459,2116734,1450.81,29.24,1500,1400,25.59,37124.75,FileTransfer
2.204,42,30094,734.0,498.75,1455,66,19.06,13654.19,Web
60.212,2847,4129342,1450.42,28.74,1500,1400,47.28,68580.17,FileTransfer
35.691,1696,2457237,1448.84,29.85,1500,1400,47.52,68847.86,FileTransfer
94.666,251,325841,1298.17,105.32,1479,1102,2.65,3442.0,Video
24.595,1180,1516328,1285.02,107.69,1480,1100,47.98,61651.66,Video
42.264,797,160420,201.28,35.11,260,140,18.86,3795.65,VoIP
4.832,40,28466,711.65,508.6,1436,65,8.28,5891.31,Web
12.387,2191,3178623,1450.76,29.37,1500,1400,176.88,256616.6,FileTransfer
34.102,754,151401,200.8,34.32,260,140,22.11,4439.69,VoIP
7.947,44,32269,750.44,525.24,1454,68,5.54,4060.68,Web
7.972,1446,2095968,1449.49,29.0,1500,1400,181.38,262905.22,FileTransfer
48.986,339,438147,1292.47,106.96,1480,1101,6.92,8944.41,Video
2.999,116,83491,726.01,511.47,1460,64,38.68,27840.62,Web
30.222,447,647616,1448.81,29.72,1500,1400,14.79,21428.5,FileTransfer
10.471,35,3302,94.34,19.46,127,65,3.34,315.35,ICMP
6.575,26,2505,96.35,21.27,128,65,3.95,380.99,ICMP
23.923,471,95494,202.75,34.21,260,140,19.69,3991.77,VoIP
100.707,685,885551,1292.78,109.36,1480,1100,6.8,8793.36,Video
11.113,101,73107,731.07,508.86,1460,64,9.09,6578.48,Web
14.345,33,3377,102.33,20.08,128,66,2.3,235.41,ICMP
9.634,33,22432,701.0,485.46,1458,92,3.43,2328.32,Web
8.174,576,113876,197.7,34.85,260,140,70.47,13931.81,VoIP
56.458,1010,1462813,1448.33,28.52,1500,1400,17.89,25909.9,FileTransfer
88.687,2113,3064843,1450.47,29.46,1500,1400,23.83,34558.15,FileTransfer
66.669,2863,4153368,1450.7,28.58,1500,1400,42.94,62298.58,FileTransfer
9.629,49,4845,98.88,16.79,128,66,5.09,503.16,ICMP
59.447,691,138157,199.94,33.83,260,140,11.62,2324.02,VoIP
58.064,499,100475,201.35,36.35,260,140,8.59,1730.43,VoIP
13.371,33,24815,775.47,547.39,1454,72,2.47,1855.86,Web
14.828,42,3944,93.9,18.32,128,69,2.83,265.99,ICMP
47.524,1194,1541929,1291.4,110.49,1480,1100,25.12,32445.48,Video
89.274,444,570962,1285.95,108.82,1480,1100,4.97,6395.58,Video
38.734,638,824597,1292.47,111.33,1479,1101,16.47,21288.97,Video
29.388,764,154083,201.68,34.96,260,140,26.0,5243.08,VoIP
7.037,78,55684,723.17,524.44,1449,70,11.08,7913.16,Web
16.314,2664,3862149,1449.76,29.0,1500,1400,163.29,236731.31,FileTransfer
19.519,1678,2434174,1450.64,29.09,1500,1400,85.97,124708.21,FileTransfer
9.753,23,2133,92.74,17.8,126,68,2.36,218.71,ICMP
17.121,27,2508,92.89,19.12,127,64,1.58,146.49,ICMP
69.859,1772,2569652,1450.14,29.29,1500,1400,25.37,36783.55,FileTransfer
45.529,808,1171405,1449.76,28.33,1500,1400,17.75,25728.82,FileTransfer
5.473,285,57473,201.66,34.5,259,140,52.07,10500.52,VoIP
49.622,787,1013654,1288.0,109.69,1480,1100,15.86,20427.55,Video
51.982,1559,2260905,1450.23,29.5,1500,1400,29.99,43494.26,FileTransfer
3.047,113,80920,722.5,506.34,1455,66,37.09,26556.93,Web
13.312,47,34904,758.78,519.04,1449,68,3.53,2622.06,Web
4.004,47,35916,780.78,535.25,1449,69,11.74,8969.49,Web
35.258,1288,1661093,1289.67,110.22,1480,1100,36.53,47112.94,Video
14.279,44,33777,785.51,530.0,1428,64,3.08,2365.51,Web
4.313,39,28147,740.71,529.43,1427,64,9.04,6526.5,Web
15.955,40,3821,95.53,18.43,128,66,2.51,239.49,ICMP
5.266,108,78128,730.17,516.0,1455,65,20.51,14835.6,Web
46.853,330,65418,198.24,34.52,260,140,7.04,1396.24,VoIP
18.167,29,2790,96.21,18.24,128,66,1.6,153.58,ICMP
53.652,633,127384,201.24,35.57,260,140,11.8,2374.25,VoIP
8.34,39,29496,776.21,545.15,1453,83,4.68,3536.68,Web
32.66,131,25924,197.89,34.26,260,140,4.01,793.75,VoIP
18.321,462,91748,198.59,34.59,260,141,25.22,5007.74,VoIP
6.454,13,1318,101.38,22.98,127,64,2.01,204.22,ICMP
80.705,798,1158127,1451.29,29.68,1500,1400,9.89,14350.13,FileTransfer
1.994,89,65758,747.25,536.81,1459,67,44.63,32974.54,Web
10.433,42,4058,96.62,19.43,128,64,4.03,388.97,ICMP
14.642,18,1801,100.06,19.65,128,64,1.23,123.0,ICMP
11.795,81,58380,729.75,498.95,1414,64,6.87,4949.47,Web
42.528,616,791190,1284.4,110.86,1480,1100,14.48,18603.79,Video
14.953,37,25088,696.89,481.02,1407,69,2.47,1677.8,Web
21.141,253,51234,202.51,32.98,260,140,11.97,2423.5,VoIP
39.0,475,688314,1449.08,28.59,1500,1400,12.18,17648.97,FileTransfer
83.793,465,599200,1288.6,111.06,1478,1100,5.55,7150.97,Video
5.726,39,3671,94.13,18.2,125,64,6.81,641.13,ICMP
47.864,1243,1605883,1291.94,110.83,1480,1100,25.97,33550.84,Video
22.088,455,659794,1450.1,28.5,1500,1400,20.6,29871.67,FileTransfer
37.956,409,80382,196.53,35.24,260,140,10.78,2117.75,VoIP
19.628,20,1680,84.0,14.36,126,64,1.02,85.59,ICMP
117.81,709,915358,1291.06,111.36,1480,1100,6.02,7769.77,Video
40.764,557,111042,199.36,34.81,260,140,13.66,2724.03,VoIP
38.178,2169,3144371,1449.69,29.23,1500,1400,56.81,82359.9,FileTransfer
18.989,27,2587,95.81,17.72,127,65,1.42,136.24,ICMP
6.133,101,74654,746.54,529.31,1445,65,16.47,12171.94,Web
33.04,954,1226639,1285.79,108.91,1480,1100,28.87,37126.24,Video
9.678,34,3400,100.0,17.79,126,68,3.51,351.31,ICMP
72.526,2018,2925327,1449.62,29.43,1500,1400,27.82,40334.76,FileTransfer
69.327,2535,3675612,1449.95,29.01,1500,1400,36.57,53018.13,FileTransfer
96.369,237,305664,1289.72,112.07,1479,1103,2.46,3171.82,Video
40.722,326,64463,197.74,34.83,260,140,8.01,1582.99,VoIP
50.296,578,116928,202.3,35.08,260,140,11.49,2324.82,VoIP
68.881,643,832621,1294.9,109.27,1480,1100,9.33,12087.87,Video
16.094,1954,2833827,1450.27,28.88,1500,1400,121.41,176083.23,FileTransfer
14.889,7,778,111.14,17.6,127,82,0.47,52.25,ICMP
18.454,846,1091424,1290.1,106.99,1480,1100,45.84,59144.51,Video
84.719,331,479899,1449.85,28.46,1500,1400,3.91,5664.59,FileTransfer
10.673,474,93540,197.34,33.55,260,140,44.41,8764.52,VoIP
11.686,41,4204,102.54,16.02,128,72,3.51,359.74,ICMP
9.56,57,39639,707.84,500.22,1436,69,5.96,4146.46,Web
25.465,232,47556,204.98,35.07,260,140,9.11,1867.54,VoIP
67.159,616,795371,1291.19,110.09,1477,1100,9.17,11843.18,Video
40.668,506,100272,198.17,35.28,260,140,12.44,2465.65,VoIP
24.68,612,785995,1284.31,107.71,1480,1100,24.8,31847.77,Video
4.875,8,820,102.5,17.59,126,75,1.64,168.2,ICMP
6.21,528,104697,198.29,35.9,260,140,85.03,16860.23,VoIP
